id,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源编码,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格
503,东裕华庭,钱塘区,大江东,null,130,14787,2024-05-12,商品房,2018-05-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,240521NB209765,2室2厅1厨1卫,低楼层 (共33层),87.92,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,,,
504,至高钱塘一品,钱塘区,大江东,近8号线河庄路站,133,14985,2024-03-20,商品房,2015-02-01,普通住宅,满五年,共有,有抵押,已上传房本照片,230311OF272141,2室1厅1厨1卫,低楼层 (共25层),88.76,平层,67,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,,,
505,铭和苑探梅坊,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,160,18245,2024-05-23,商品房,2024-05-24,普通住宅,未满两年,共有,无抵押,已上传房本照片,240521FM247926,2室1厅1厨1卫,高楼层 (共18层),87.7,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,暂无数据,,,
506,伊萨卡国际城浩泽园,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)下沙江滨站,208,23799,2023-10-21,商品房,2016-04-08,普通住宅,满五年,共有,无抵押,已上传房本照片,231021ZA310433,2室2厅1厨1卫,中楼层 (共34层),87.4,平层,68.13,板楼,南,混合结构,简装,两梯四户,有,暂无数据,,,
507,伊萨卡国际城浩泽园,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)下沙江滨站,175,19571,2024-11-10,商品房,2018-11-13,普通住宅,满五年,共有,有抵押,已上传房本照片,241113DK129713,2室2厅1厨1卫,高楼层 (共33层),89.42,平层,暂无数据,板楼,南,混合结构,简装,两梯四户,有,暂无数据,,,
508,世茂江滨花园峻景湾,钱塘区,沿江南,null,158,17888,2025-04-03,商品房,2017-03-15,普通住宅,满五年,共有,有抵押 20万元,已上传房本照片,220324GF784218,2室1厅1厨1卫,中楼层 (共33层),88.33,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,,,
509,宝龙云滨湾,钱塘区,高教园区东,近8号线工商大学云滨站,258,28944,2024-09-02,商品房,2014-07-15,普通住宅,满五年,共有,有抵押,已上传房本照片,240907KD615913,2室1厅1厨1卫,高楼层 (共18层),89.14,平层,67.23,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
510,德信中外公寓,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,275,30713,2022-10-24,商品房,2016-02-02,普通住宅,满五年,非共有,有抵押,已上传房本照片,220725OX469411,3室2厅1厨1卫,高楼层 (共26层),89.54,平层,68.59,板塔结合,南,砖混结构,精装,一梯三户,有,暂无数据,,,
511,东裕华庭,钱塘区,大江东,null,68,7569,2024-08-08,商品房,2020-12-03,普通住宅,满两年,非共有,有抵押 10万元 业主自还,已上传房本照片,201007CM320245,3室2厅1厨2卫,中楼层 (共29层),89.85,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
512,蓝色港湾,钱塘区,大江东,null,87,10289,2024-09-01,商品房,2018-03-19,普通住宅,满五年,非共有,有抵押,已上传房本照片,180122171926,2室1厅1厨1卫,高楼层 (共18层),84.56,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,暂无数据,,,
513,朗诗国际街区,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)云水站,230,25730,2024-08-10,商品房,2024-08-11,普通住宅,未满两年,非共有,有抵押 业主自还,已上传房本照片,180718579984,2室1厅1厨1卫,高楼层 (共31层),89.39,平层,暂无数据,板楼,东 西,砖混结构,简装,两梯四户,有,暂无数据,,,
514,观澜时代云邸苑,钱塘区,沿江南,null,230,26007,2022-05-04,商品房,2013-10-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,220605KK639136,2室2厅1厨2卫,中楼层 (共43层),88.44,跃层,66.59,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
515,阳光华城华翠园,钱塘区,高教园区东,null,170,22398,2022-04-17,商品房,2012-02-27,普通住宅,满五年,共有,有抵押,已上传房本照片,220418QP472711,2室1厅1厨1卫,低楼层 (共9层),75.9,平层,61.3,板塔结合,南,框架结构,精装,一梯五户,有,暂无数据,,,
516,龙湖滟澜山茗轩南区三期,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,298,34443,2023-10-10,商品房,2020-03-25,普通住宅,满五年,共有,有抵押,已上传房本照片,200224403234,3室2厅1厨1卫,高楼层 (共26层),86.52,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
517,德嘉金沙阳光,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)高沙路站,290,33523,2024-05-30,已购公房,2012-08-13,普通住宅,满五年,共有,有抵押,已上传房本照片,240530DK579231,3室2厅1厨1卫,高楼层 (共29层),86.51,平层,65.61,板塔结合,南,框架结构,精装,两梯四户,有,暂无数据,,,
518,宝龙云滨湾,钱塘区,高教园区东,近8号线工商大学云滨站,250,28109,2023-10-23,商品房,2014-11-21,普通住宅,满五年,共有,无抵押,已上传房本照片,231023XC554296,2室1厅1厨1卫,中楼层 (共18层),88.94,平层,73.5,板楼,南,钢混结构,简装,三梯四户,有,暂无数据,,,
519,朗诗国际街区,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)云水站,190,23385,2024-09-26,商品房,2021-04-02,普通住宅,满两年,共有,有抵押 110万元,已上传房本照片,201205VW763819,2室2厅1厨1卫,高楼层 (共32层),81.25,跃层,暂无数据,板楼,南,砖混结构,精装,四梯二十户,有,暂无数据,,,
520,四季风景苑,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,185,21492,2023-07-17,商品房,2017-01-06,普通住宅,满五年,共有,有抵押 59万元 工行之江 业主自还,已上传房本照片,181005519580,2室2厅1厨1卫,中楼层 (共21层),86.08,平层,67.75,平房,南 北,混合结构,简装,两梯四户,有,暂无数据,,,
521,盛泰时代山,钱塘区,高教园区西,null,64,11344,2025-02-26,商品房,2017-10-24,商住两用,满五年,非共有,无抵押,已上传房本照片,250226FP422977,2室1厅1厨1卫,高楼层 (共24层),56.42,平层,40.71,板塔结合,东南 南,钢混结构,精装,三梯十五户,有,暂无数据,商水,民电,
522,宝龙云滨湾,钱塘区,高教园区东,近8号线工商大学云滨站,190,21363,2023-02-20,商品房,2014-12-16,普通住宅,满五年,非共有,有抵押,已上传房本照片,null,2室1厅1厨1卫,中楼层 (共18层),88.94,平层,73.5,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
523,德嘉金沙阳光,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)高沙路站,240,27584,2024-11-12,商品房,2017-01-18,普通住宅,满五年,共有,有抵押 200万元,已上传房本照片,241112FY934260,2室2厅1厨1卫,中楼层 (共29层),87.01,平层,暂无数据,板塔结合,南,框架结构,精装,两梯四户,有,暂无数据,,,
524,保利东湾,钱塘区,沿江南,null,200,26379,2020-05-29,商品房,2013-06-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,180716397918,2室2厅1厨1卫,高楼层 (共34层),75.82,平层,56.55,板塔结合,南,钢混结构,简装,两梯三户,有,暂无数据,,,
525,东裕华庭,钱塘区,大江东,null,68,7712,2024-11-09,商品房,2018-11-21,普通住宅,满五年,非共有,有抵押,已上传房本照片,241113WQ008473,3室2厅1厨2卫,低楼层 (共33层),88.18,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
526,保利江语海,钱塘区,高教园区东,近1号线(萧山国际机场-湘湖)云水站,290,32298,2025-02-27,商品房,2017-12-11,普通住宅,满五年,共有,有抵押,已上传房本照片,171009684351,3室2厅1厨2卫,低楼层 (共34层),89.79,平层,暂无数据,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,,,
527,华元十六街区,钱塘区,高教园区西,null,85,10982,2024-10-12,商品房,2007-10-12,商住两用,满五年,非共有,无抵押,已上传房本照片,171121741579,2室1厅1厨1卫,中楼层 (共16层),77.4,平层,暂无数据,板楼,南,钢混结构,简装,两梯二十六户,有,暂无数据,商水,商电,
528,野风海天城,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)云水站,170,24141,2025-03-26,商品房,2010-04-21,普通住宅,满五年,共有,无抵押,已上传房本照片,220510WP391139,2室2厅1厨1卫,中楼层 (共27层),70.42,平层,52.71,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,,,
529,朗诗国际街区,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)云水站,151,18585,2024-03-18,商品房,2025-02-17,普通住宅,未满两年,非共有,有抵押 70万元 业主自还,已上传房本照片,200819CB310412,2室1厅1厨1卫,中楼层 (共32层),81.25,跃层,64,板楼,南 北,砖混结构,精装,四梯二十户,有,暂无数据,,,
530,精欧荣寓,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,290,33388,2023-06-08,商品房,2015-02-27,普通住宅,满五年,非共有,有抵押,已上传房本照片,191109464719,3室1厅1厨1卫,低楼层 (共28层),86.86,平层,63.36,板塔结合,南 西 北,框架结构,精装,两梯四户,有,暂无数据,,,
531,保利湾天地,钱塘区,沿江南,null,100,14053,2019-08-03,商品房,2013-12-18,商住两用,满五年,共有,无抵押,已上传房本照片,190803625749,2室2厅1厨2卫,低楼层 (共34层),71.16,跃层,暂无数据,板楼,南,钢混结构,精装,两梯十六户,有,暂无数据,商水,民电,3.1元/m3
532,世茂江滨花园峻景湾,钱塘区,沿江南,null,168,19070,2025-04-13,商品房,2025-04-13,普通住宅,未满两年,非共有,有抵押,已上传房本照片,171109181087,2室2厅1厨1卫,低楼层 (共33层),88.1,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,,,
533,世茂江滨花园峻景湾,钱塘区,沿江南,null,160,18166,2024-03-10,商品房,2016-10-21,普通住宅,满五年,共有,有抵押,已上传房本照片,240315KG114113,2室1厅1厨1卫,中楼层 (共33层),88.08,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
534,朗诗国际街区,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)云水站,215,24338,2024-03-28,商品房,2019-01-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,240329KO499916,2室1厅1厨1卫,中楼层 (共32层),88.34,平层,暂无数据,板楼,东,砖混结构,精装,两梯四户,有,暂无数据,,,
535,保利东湾,钱塘区,沿江南,null,148,19194,2024-11-27,商品房,2017-12-04,普通住宅,满五年,共有,有抵押,已上传房本照片,171016026287,2室2厅1厨1卫,低楼层 (共33层),77.11,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯三户,有,暂无数据,,,
536,阳光名城,钱塘区,大江东,近地铁7号线新镇路站,138,16006,2024-04-08,商品房,2017-03-15,普通住宅,满五年,共有,有抵押,已上传房本照片,240410NY112814,2室2厅1厨1卫,高楼层 (共11层),86.22,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,,,
537,铭和苑新荷坊,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,210,23609,2023-11-05,商品房,2021-09-09,普通住宅,满两年,共有,无抵押,已上传房本照片,231105SZ712066,2室1厅1厨1卫,高楼层 (共18层),88.95,平层,暂无数据,板楼,南,框架结构,简装,两梯四户,有,暂无数据,,,
538,金隅观澜时代天筑,钱塘区,沿江南,null,148,17493,2024-10-06,商品房,2019-11-03,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,171012841714,2室2厅1厨1卫,低楼层 (共33层),84.61,平层,暂无数据,板楼,南,钢混结构,简装,两梯两户,有,暂无数据,,,
539,金隅空港公馆,钱塘区,沿江南,null,120,16143,2023-07-27,商品房,2018-06-27,商住两用,满五年,非共有,有抵押 50万元 杭州银行 客户偿还,已上传房本照片,230923GI989787,2室1厅1厨1卫,低楼层 (共21层),74.34,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯十四户,有,暂无数据,商水,商电,
540,精欧荣寓,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,200,23210,2024-11-02,商品房,2014-08-29,普通住宅,满五年,共有,无抵押,已上传房本照片,190910202448,2室2厅1厨1卫,中楼层 (共20层),86.17,平层,62.32,板塔结合,南,框架结构,简装,两梯四户,有,暂无数据,,,
541,临江佳苑,钱塘区,大江东,null,90,10231,2024-11-15,商品房,2020-08-19,普通住宅,满两年,共有,有抵押,已上传房本照片,200703TM892683,2室2厅1厨1卫,中楼层 (共6层),87.97,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,暂无数据,,,
542,东裕华庭,钱塘区,大江东,null,63,7022,2023-10-16,商品房,2018-08-02,普通住宅,满五年,非共有,有抵押 30万元 业主自还,已上传房本照片,231025WG889584,3室2厅1厨2卫,高楼层 (共33层),89.72,平层,68.57,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
543,盛泰名都公寓,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,240,28346,2023-02-26,商品房,2016-05-12,普通住宅,满五年,共有,无抵押,已上传房本照片,null,2室2厅1厨1卫,低楼层 (共32层),84.67,平层,62.56,板楼,南 北,混合结构,简装,两梯三户,有,暂无数据,,,
544,临江佳苑,钱塘区,大江东,null,85,12028,2024-05-01,商品房,2018-01-18,普通住宅,满五年,共有,有抵押,已上传房本照片,180111329423,2室1厅1厨1卫,中楼层 (共6层),70.67,平层,暂无数据,平房,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,,,
545,盛泰名都公寓,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,179,23507,2024-05-20,商品房,2013-03-18,普通住宅,满五年,非共有,有抵押,已上传房本照片,240519GJ909147,2室2厅1厨1卫,中楼层 (共32层),76.15,平层,56.26,板楼,南,混合结构,精装,两梯四户,有,暂无数据,,,
546,东部之星,钱塘区,高教园区西,null,88,14977,2024-09-05,商品房,2024-06-27,商住两用,未满两年,非共有,无抵押,已上传房本照片,230412QQ963414,2室1厅1厨1卫,低楼层 (共24层),58.76,跃层,暂无数据,板楼,北,钢混结构,精装,七梯十一户,有,暂无数据,商水,未知,
547,四季风景苑,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,170,19262,2023-08-13,商品房,2016-03-11,普通住宅,满五年,共有,无抵押,已上传房本照片,null,2室1厅1厨1卫,低楼层 (共29层),88.26,平层,69.7,平房,南,混合结构,简装,两梯四户,有,暂无数据,,,
548,和达城,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)高沙路站,66,13111,2024-12-24,商品房,2015-09-21,商住两用,满五年,非共有,有抵押,已上传房本照片,210804SD309297,1室1厅1厨1卫,低楼层 (共28层),50.34,平层,35.44,板楼,南,钢混结构,其他,五梯五十五户,有,暂无数据,商水,商电,
549,阳光华城华翠园,钱塘区,高教园区东,null,210,27034,2023-05-23,商品房,2017-08-21,普通住宅,满五年,共有,无抵押,已上传房本照片,170715045396,2室1厅1厨1卫,中楼层 (共9层),77.68,平层,暂无数据,板塔结合,南,框架结构,简装,一梯四户,有,暂无数据,,,
550,金隅观澜商业中心,钱塘区,沿江南,null,79,12710,2022-10-22,商品房,2022-09-20,商住两用,满两年,非共有,无抵押,已上传房本照片,null,2室2厅2厨2卫,中楼层 (共5层),62.16,跃层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,商水,商电,
551,金隅观澜时代天筑,钱塘区,沿江南,null,248,28317,2022-04-17,商品房,2015-03-04,普通住宅,满五年,非共有,有抵押 100万元 业主自还,已上传房本照片,220417OV420287,2室2厅1厨1卫,高楼层 (共18层),87.58,平层,62.29,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
552,世茂江滨花园峻景湾,钱塘区,沿江南,null,198,22475,2025-01-08,商品房,2021-08-26,普通住宅,满两年,非共有,有抵押 110万元,已上传房本照片,200325813485,2室2厅1厨1卫,高楼层 (共33层),88.1,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
553,世茂江滨花园碧景湾,钱塘区,沿江南,近1号线(萧山国际机场-湘湖)下沙江滨站,210,25171,2025-04-02,商品房,2010-01-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,240124XA253611,2室2厅1厨1卫,中楼层 (共33层),83.43,平层,62.77,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
554,伊萨卡国际城浩泽园,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)下沙江滨站,210,23414,2025-02-12,商品房,2013-06-28,普通住宅,满五年,非共有,有抵押,已上传房本照片,231206JK998713,2室2厅1厨1卫,高楼层 (共33层),89.69,平层,67.55,板楼,南,混合结构,其他,两梯四户,有,暂无数据,,,
555,保利江语海,钱塘区,高教园区东,近1号线(萧山国际机场-湘湖)云水站,320,37568,2024-04-07,商品房,2013-08-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,190717855765,2室1厅1厨1卫,高楼层 (共34层),85.18,平层,62.12,板楼,南,钢混结构,简装,两梯三户,有,暂无数据,,,
556,春意江南名邸,钱塘区,大江东,null,109,14924,2022-10-24,商品房,2021-11-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,210913CP988175,2室1厅1厨1卫,低楼层 (共21层),73.04,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,,,
557,名城湖左岸,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,279,31049,2023-10-18,商品房,2013-04-12,普通住宅,满五年,共有,无抵押,已上传房本照片,200919YA715461,3室2厅1厨2卫,低楼层 (共31层),89.86,跃层,63.63,平房,南,框架结构,简装,两梯四户,有,暂无数据,,,
558,和达城,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,295,32995,2023-05-31,商品房,2016-10-10,普通住宅,满五年,共有,有抵押,已上传房本照片,200307046296,3室2厅1厨1卫,低楼层 (共33层),89.41,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
559,保利东湾,钱塘区,沿江南,null,170,20052,2024-12-05,商品房,2015-10-09,普通住宅,满五年,共有,无抵押,已上传房本照片,230422OS135490,2室2厅1厨1卫,低楼层 (共34层),84.78,平层,64.27,板塔结合,南,钢混结构,其他,两梯三户,有,暂无数据,,,
560,世茂江滨花园碧景湾,钱塘区,沿江南,近1号线(萧山国际机场-湘湖)下沙江滨站,299,33793,2024-06-08,商品房,2021-04-09,普通住宅,满两年,非共有,有抵押,已上传房本照片,201128MU163491,3室2厅1厨1卫,高楼层 (共33层),88.48,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,,,
561,龙湖滟澜山丽轩一期,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,210,27552,2024-05-14,商品房,2015-04-24,普通住宅,满五年,共有,有抵押,已上传房本照片,240515MI227847,2室2厅1厨2卫,中楼层 (共24层),76.22,跃层,58,板塔结合,东,钢混结构,精装,两梯十六户,有,暂无数据,,,
562,名城湖左岸,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,295,33006,2024-10-13,商品房,2013-08-23,普通住宅,满五年,共有,无抵押,已上传房本照片,210106MK911370,3室1厅1厨2卫,高楼层 (共24层),89.38,跃层,暂无数据,平房,南,框架结构,精装,两梯四户,有,暂无数据,,,
563,保利东湾,钱塘区,沿江南,null,185,21066,2023-10-16,商品房,2020-11-01,普通住宅,满两年,非共有,有抵押 38万元,已上传房本照片,200504950240,2室2厅1厨1卫,中楼层 (共34层),87.82,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,有,暂无数据,,,
564,和达城,钱塘区,高教园区西,近1号线(萧山国际机场-湘湖)文泽路站,258,29697,2023-12-06,商品房,2017-06-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,231203QH559191,2室2厅1厨1卫,中楼层 (共33层),86.88,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
565,龙湖滟澜山茗轩南区三期,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,288,33257,2024-09-20,商品房,2017-06-28,普通住宅,满五年,共有,有抵押 100万元,已上传房本照片,240223AV851045,3室2厅1厨1卫,高楼层 (共26层),86.6,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
566,朗诗国际街区,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)云水站,152,18727,2025-03-01,商品房,2025-03-07,普通住宅,未满两年,共有,有抵押 业主自还,已上传房本照片,250307SK116445,2室1厅1厨1卫,中楼层 (共32层),81.17,跃层,暂无数据,板楼,南,砖混结构,其他,四梯二十户,有,暂无数据,,,
567,保利湾天地二期,钱塘区,沿江南,null,83,11668,2025-03-02,商品房,2022-06-17,商住两用,满两年,非共有,有抵押 30万元 业主自还,已上传房本照片,191123526326,2室2厅1厨2卫,中楼层 (共34层),71.14,跃层,暂无数据,板楼,南,框架结构,其他,四梯十六户,有,暂无数据,商水,民电,
568,龙湖滟澜山丽轩一期,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)金沙湖站,218,28217,2025-01-11,商品房,2012-12-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,250112RR325581,2室1厅1厨1卫,中楼层 (共10层),77.26,平层,62.48,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,,,
569,东裕华庭,钱塘区,大江东,null,88,9795,2025-02-20,商品房,2022-11-23,普通住宅,满两年,共有,有抵押,已上传房本照片,221009WP905081,3室1厅1厨2卫,高楼层 (共29层),89.85,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,有,暂无数据,,,
570,盛泰时代山,钱塘区,高教园区西,null,66,11698,2025-02-25,商品房,2017-10-24,商住两用,满五年,非共有,无抵押,已上传房本照片,250226QM400251,2室1厅1厨1卫,高楼层 (共24层),56.42,平层,40.71,板塔结合,东南,钢混结构,其他,三梯十五户,有,暂无数据,商水,民电,
571,保利东湾,钱塘区,沿江南,null,175,23143,2022-11-12,商品房,2018-01-08,普通住宅,满五年,共有,有抵押,已上传房本照片,null,2室1厅1厨1卫,中楼层 (共34层),75.62,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,暂无数据,,,
572,金隅观澜时代天筑,钱塘区,沿江南,null,160,18672,2023-05-14,商品房,2017-06-13,普通住宅,满五年,非共有,有抵押 中国银行,已上传房本照片,170422458731,2室2厅1厨1卫,中楼层 (共33层),85.69,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
573,金沙居,钱塘区,高教园区东,近1号线(萧山国际机场-湘湖)云水站,72,9812,2025-02-09,商品房,2010-07-22,商住两用,满五年,共有,无抵押,已上传房本照片,250223EI890575,2室1厅1厨1卫,中楼层 (共18层),73.38,平层,55.86,塔楼,北,混合结构,其他,四梯三十六户,有,暂无数据,商水,民电,
574,保利江语海,钱塘区,高教园区东,近1号线(萧山国际机场-湘湖)云水站,275,30903,2023-05-14,商品房,2013-07-31,普通住宅,满五年,共有,无抵押,已上传房本照片,230521JT492836,3室2厅1厨2卫,低楼层 (共34层),88.99,平层,64.9,板楼,西,钢混结构,简装,两梯三户,有,暂无数据,,,
575,至高钱塘一品,钱塘区,大江东,近8号线河庄路站,135,15210,2023-04-05,商品房,2016-03-29,普通住宅,满五年,共有,无抵押,已上传房本照片,210719XR741388,2室2厅1厨1卫,中楼层 (共25层),88.76,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,,,
576,朗诗国际街区,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)云水站,237,29541,2025-03-14,商品房,2016-04-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,250314SN340961,2室1厅1厨1卫,低楼层 (共32层),80.23,平层,70.49,板楼,南,砖混结构,其他,四梯二十户,有,暂无数据,,,
577,伊萨卡国际城浩泽园,钱塘区,沿江北,近1号线(萧山国际机场-湘湖)下沙江滨站,200,22437,2023-02-23,商品房,2012-08-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,230221UK414716,2室2厅1厨1卫,中楼层 (共34层),89.14,平层,69.8,板楼,南,混合结构,精装,两梯四户,有,暂无数据,,,
578,保利湾天地二期,钱塘区,沿江南,null,63,8856,2024-12-25,商品房,2017-12-08,商住两用,满五年,非共有,有抵押,已上传房本照片,180728541082,2室2厅1厨2卫,低楼层 (共34层),71.14,跃层,暂无数据,板楼,南,框架结构,其他,四梯十六户,有,暂无数据,商水,民电,
579,观澜时代云邸苑,钱塘区,沿江南,null,173,20389,2024-10-15,商品房,2018-11-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,241015PC205670,2室2厅1厨1卫,高楼层 (共43层),84.85,跃层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
580,铭和苑柳翠坊,钱塘区,金沙湖,近1号线(萧山国际机场-湘湖)高沙路站,190,21351,2022-06-15,商品房,2014-07-30,普通住宅,满五年,共有,无抵押,已上传房本照片,211206EX784554,2室2厅1厨1卫,低楼层 (共11层),88.99,平层,72.94,板塔结合,南,砖混结构,精装,两梯三户,有,暂无数据,,,
581,广宇锦上文澜,钱塘区,高教园区东,近1号线(萧山国际机场-湘湖)云水站,290,32374,2024-02-21,商品房,2023-01-20,普通住宅,满两年,共有,有抵押,已上传房本照片,240227IW504791,3室2厅1厨2卫,中楼层 (共26层),89.58,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
582,明意公寓,钱塘区,大江东,近地铁7号线新镇路站,107,12587,2021-05-27,商品房,2012-08-27,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,210528NE496668,2室2厅1厨1卫,中楼层 (共5层),85.01,平层,74.87,板塔结合,南,钢混结构,简装,暂无数据,无,暂无数据,,,
583,保利湾天地,钱塘区,沿江南,null,73,10259,2025-02-24,商品房,2021-04-28,商住两用,满两年,非共有,有抵押,已上传房本照片,201204QW723140,2室1厅1厨1卫,中楼层 (共34层),71.16,跃层,暂无数据,板楼,南 北,钢混结构,其他,两梯十六户,有,暂无数据,商水,民电,3.1元/m3
584,东裕华庭,钱塘区,大江东,null,90,10017,2022-11-13,商品房,2019-07-23,普通住宅,满五年,共有,有抵押 40万元,已上传房本照片,190630945364,3室2厅1厨2卫,中楼层 (共29层),89.85,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,暂无数据,,,
585,保利东湾,钱塘区,沿江南,null,195,22012,2023-09-02,商品房,2014-12-01,普通住宅,满五年,共有,有抵押 50万元,已上传房本照片,230902VP387022,2室2厅1厨1卫,中楼层 (共35层),88.59,平层,67.05,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
586,广宇锦上文澜,钱塘区,高教园区东,近8号线工商大学云滨站,300,33468,2024-07-11,商品房,2023-10-24,普通住宅,未满两年,共有,有抵押,已上传房本照片,240220CX430780,3室2厅1厨2卫,中楼层 (共26层),89.64,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
587,广宇锦上文澜,钱塘区,高教园区东,近1号线(萧山国际机场-湘湖)云水站,300,33531,2025-04-10,商品房,2023-09-06,普通住宅,未满两年,共有,有抵押,已上传房本照片,231008MS302327,3室1厅1厨2卫,低楼层 (共26层),89.47,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,,,
